,age,fee_cleaned,Potential,Value(MGBP),Wage(kGBP),International Reputation,Weak Foot,Skill Moves,year of contact,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Best Overall Rating
340,20,20.7,89.0,26.5,97.0,1.0,4.0,4.0,5.0,77.0,77.0,70.0,80.0,72.0,82.0,71.0,48.0,78.0,79.0,88.0,77.0,80.0,76.0,68.0,76.0,75.0,73.0,66.0,75.0,45.0,34.0,77.0,86.0,66.0,82.0,24.0,28.0,12.0,9.0,11.0,15.0,12.0,82.0
341,22,5.85,85.0,10,12.0,1.0,2.0,3.0,1.0,65.0,75.0,63.0,71.0,63.0,77.0,73.0,61.0,61.0,75.0,80.0,79.0,81.0,73.0,83.0,75.0,68.0,74.0,68.0,74.0,54.0,27.0,77.0,63.0,71.0,77.0,29.0,31.0,11.0,14.0,10.0,14.0,12.0,76.0
342,18,5.4,80.0,0.85,0.65,1.0,3.0,3.0,5.0,58.0,48.0,49.0,60.0,45.0,63.0,60.0,43.0,56.0,61.0,82.0,80.0,77.0,57.0,75.0,57.0,65.0,71.0,44.0,53.0,72.0,58.0,61.0,41.0,55.0,54.0,60.0,62.0,9.0,6.0,13.0,8.0,11.0,65.0
343,23,1.49,81.0,2.8,40.0,1.0,3.0,2.0,1.0,38.0,30.0,66.0,73.0,25.0,47.0,30.0,22.0,68.0,66.0,52.0,68.0,58.0,68.0,52.0,36.0,74.0,68.0,79.0,28.0,57.0,73.0,28.0,44.0,35.0,76.0,70.0,69.0,14.0,11.0,11.0,8.0,9.0,72.0
344,23,35.1,87.0,33,125.0,3.0,3.0,3.0,5.0,67.0,79.0,69.0,82.0,80.0,76.0,78.0,65.0,79.0,85.0,67.0,73.0,72.0,85.0,70.0,83.0,71.0,92.0,76.0,80.0,75.0,73.0,84.0,82.0,63.0,85.0,74.0,68.0,7.0,12.0,8.0,10.0,14.0,85.0
345,27,13.5,85.0,31,23.0,3.0,2.0,3.0,1.0,89.0,65.0,67.0,83.0,67.0,82.0,87.0,79.0,87.0,82.0,84.0,85.0,73.0,83.0,70.0,87.0,80.0,91.0,68.0,83.0,78.0,80.0,75.0,76.0,81.0,78.0,81.0,79.0,13.0,8.0,12.0,11.0,14.0,84.0
346,18,7.65,87.0,4.9,0.5,1.0,3.0,3.0,2.0,67.0,60.0,50.0,67.0,56.0,74.0,59.0,62.0,58.0,70.0,84.0,84.0,83.0,65.0,76.0,68.0,75.0,75.0,61.0,61.0,42.0,31.0,65.0,63.0,66.0,61.0,11.0,18.0,9.0,12.0,7.0,8.0,7.0,72.0
347,24,28.8,87.0,29,95.0,1.0,3.0,4.0,5.0,78.0,76.0,57.0,83.0,69.0,85.0,82.0,77.0,83.0,86.0,76.0,77.0,83.0,82.0,80.0,82.0,61.0,78.0,70.0,78.0,78.0,70.0,79.0,85.0,65.0,81.0,70.0,66.0,10.0,7.0,10.0,15.0,14.0,84.0
348,28,15.12,81.0,15,96.0,1.0,4.0,3.0,4.0,80.0,62.0,74.0,78.0,46.0,74.0,63.0,45.0,69.0,79.0,69.0,75.0,67.0,81.0,68.0,76.0,82.0,93.0,72.0,63.0,76.0,76.0,77.0,68.0,48.0,70.0,78.0,75.0,15.0,8.0,12.0,11.0,9.0,81.0
349,25,14.94,84.0,17.5,73.0,2.0,4.0,3.0,5.0,66.0,63.0,63.0,81.0,60.0,76.0,70.0,76.0,79.0,79.0,58.0,63.0,65.0,79.0,64.0,84.0,63.0,85.0,78.0,79.0,85.0,78.0,69.0,75.0,51.0,72.0,80.0,72.0,9.0,7.0,12.0,11.0,11.0,81.0
350,22,10.89,79.0,2.5,13.0,1.0,4.0,2.0,2.0,34.0,23.0,67.0,67.0,34.0,53.0,25.0,32.0,57.0,62.0,53.0,57.0,47.0,71.0,57.0,43.0,66.0,62.0,77.0,24.0,63.0,74.0,23.0,31.0,40.0,54.0,72.0,69.0,10.0,13.0,7.0,11.0,8.0,72.0
351,23,11.97,80.0,8,36.0,1.0,4.0,3.0,5.0,75.0,35.0,62.0,71.0,25.0,74.0,54.0,31.0,62.0,71.0,76.0,74.0,72.0,72.0,79.0,38.0,75.0,73.0,59.0,41.0,70.0,72.0,57.0,64.0,32.0,68.0,76.0,73.0,9.0,8.0,7.0,11.0,12.0,75.0
352,25,0.513,79.0,3.9,16.0,1.0,3.0,2.0,1.0,61.0,36.0,72.0,68.0,43.0,58.0,44.0,40.0,65.0,65.0,74.0,72.0,64.0,69.0,64.0,42.0,78.0,75.0,77.0,39.0,63.0,71.0,37.0,34.0,48.0,71.0,74.0,72.0,6.0,15.0,10.0,15.0,6.0,74.0
353,28,103.5,88.0,93.5,260.0,4.0,4.0,3.0,5.0,73.0,92.0,89.0,77.0,78.0,83.0,78.0,66.0,70.0,77.0,81.0,87.0,60.0,91.0,52.0,89.0,76.0,71.0,95.0,74.0,71.0,27.0,89.0,75.0,88.0,86.0,41.0,30.0,8.0,15.0,14.0,7.0,10.0,88.0
354,26,31.5,84.0,30,75.0,2.0,3.0,2.0,4.0,49.0,47.0,84.0,72.0,47.0,50.0,60.0,59.0,68.0,64.0,54.0,74.0,52.0,78.0,52.0,63.0,91.0,67.0,93.0,49.0,84.0,80.0,49.0,60.0,59.0,69.0,82.0,78.0,14.0,14.0,7.0,9.0,15.0,83.0
355,22,36.0,86.0,29.5,73.0,2.0,2.0,3.0,5.0,38.0,29.0,77.0,75.0,28.0,67.0,32.0,27.0,69.0,69.0,67.0,75.0,60.0,71.0,54.0,45.0,74.0,61.0,83.0,31.0,77.0,78.0,37.0,51.0,41.0,74.0,85.0,79.0,9.0,7.0,9.0,9.0,15.0,80.0
356,24,12.6,81.0,9,42.0,1.0,2.0,3.0,5.0,76.0,75.0,46.0,74.0,71.0,73.0,86.0,85.0,68.0,75.0,80.0,77.0,79.0,75.0,84.0,84.0,43.0,72.0,54.0,83.0,42.0,40.0,76.0,76.0,78.0,75.0,45.0,40.0,7.0,13.0,9.0,15.0,7.0,77.0
357,24,5.85,79.0,6.5,25.0,1.0,2.0,3.0,3.0,57.0,76.0,71.0,71.0,64.0,72.0,55.0,35.0,56.0,69.0,79.0,77.0,70.0,73.0,70.0,78.0,81.0,66.0,80.0,65.0,77.0,33.0,72.0,53.0,68.0,63.0,27.0,23.0,10.0,7.0,9.0,8.0,10.0,76.0
358,25,105.75,85.0,50.5,180.0,3.0,3.0,4.0,6.0,81.0,77.0,36.0,85.0,72.0,89.0,78.0,74.0,82.0,88.0,81.0,79.0,85.0,79.0,84.0,76.0,36.0,80.0,61.0,80.0,60.0,44.0,81.0,85.0,58.0,88.0,49.0,43.0,11.0,6.0,11.0,10.0,13.0,85.0
359,24,11.52,84.0,22,66.0,1.0,3.0,4.0,3.0,76.0,71.0,45.0,73.0,62.0,79.0,70.0,56.0,62.0,78.0,84.0,82.0,82.0,75.0,81.0,75.0,63.0,85.0,65.0,68.0,57.0,36.0,75.0,76.0,64.0,73.0,43.0,44.0,11.0,8.0,10.0,6.0,11.0,79.0
360,21,76.5,91.0,116.5,150.0,3.0,3.0,5.0,5.0,82.0,83.0,38.0,87.0,83.0,92.0,84.0,65.0,70.0,90.0,85.0,78.0,91.0,85.0,90.0,73.0,51.0,77.0,68.0,65.0,44.0,39.0,83.0,87.0,62.0,86.0,39.0,32.0,7.0,11.0,10.0,11.0,13.0,88.0
361,28,36.0,88.0,68.5,180.0,3.0,3.0,2.0,4.0,42.0,46.0,86.0,78.0,42.0,55.0,46.0,52.0,76.0,78.0,79.0,85.0,62.0,84.0,39.0,52.0,81.0,76.0,86.0,53.0,80.0,85.0,55.0,59.0,43.0,83.0,88.0,87.0,11.0,11.0,9.0,5.0,14.0,87.0
362,36,13.5,91.0,45,270.0,5.0,4.0,5.0,2.0,87.0,95.0,90.0,80.0,86.0,88.0,81.0,84.0,77.0,88.0,85.0,88.0,86.0,94.0,74.0,94.0,95.0,77.0,77.0,93.0,63.0,29.0,95.0,76.0,88.0,95.0,32.0,24.0,7.0,11.0,15.0,14.0,11.0,91.0
363,23,26.19,82.0,16,62.0,1.0,4.0,3.0,5.0,75.0,72.0,44.0,74.0,58.0,73.0,74.0,54.0,58.0,76.0,96.0,95.0,85.0,75.0,83.0,79.0,53.0,83.0,52.0,69.0,70.0,42.0,73.0,68.0,64.0,69.0,45.0,34.0,7.0,6.0,11.0,15.0,9.0,78.0
364,20,22.5,86.0,16.5,52.0,1.0,3.0,3.0,5.0,77.0,73.0,34.0,74.0,62.0,82.0,68.0,72.0,69.0,78.0,79.0,77.0,89.0,76.0,81.0,64.0,51.0,46.0,30.0,60.0,32.0,21.0,79.0,69.0,47.0,82.0,29.0,22.0,13.0,10.0,14.0,6.0,6.0,77.0
365,32,3.15,68.0,0.375,4.0,2.0,3.0,3.0,-2.0,53.0,53.0,64.0,67.0,60.0,65.0,54.0,50.0,64.0,67.0,45.0,52.0,51.0,68.0,52.0,71.0,58.0,46.0,75.0,61.0,77.0,70.0,59.0,69.0,55.0,79.0,67.0,64.0,11.0,12.0,8.0,10.0,9.0,68.0
366,32,3.15,78.0,10,51.0,2.0,3.0,3.0,2.0,72.0,52.0,65.0,77.0,62.0,78.0,75.0,60.0,75.0,76.0,65.0,81.0,64.0,76.0,58.0,83.0,70.0,85.0,90.0,59.0,85.0,75.0,71.0,68.0,60.0,74.0,79.0,71.0,14.0,8.0,11.0,10.0,8.0,78.0
367,34,1.08,74.0,0.725,32.0,2.0,3.0,1.0,3.0,14.0,14.0,10.0,34.0,19.0,23.0,17.0,13.0,35.0,20.0,46.0,53.0,50.0,70.0,32.0,50.0,69.0,28.0,61.0,19.0,36.0,25.0,14.0,42.0,30.0,58.0,14.0,13.0,68.0,76.0,66.0,75.0,76.0,74.0
368,18,9.0,87.0,2.7,12.0,1.0,3.0,3.0,4.0,57.0,64.0,38.0,60.0,50.0,73.0,45.0,39.0,55.0,71.0,83.0,82.0,84.0,49.0,76.0,62.0,46.0,60.0,43.0,40.0,31.0,22.0,61.0,63.0,64.0,58.0,30.0,31.0,14.0,14.0,13.0,14.0,9.0,68.0
369,26,12.15,77.0,9,30.0,2.0,3.0,2.0,5.0,64.0,60.0,70.0,76.0,62.0,68.0,57.0,43.0,74.0,74.0,69.0,69.0,62.0,79.0,70.0,74.0,79.0,89.0,76.0,68.0,79.0,81.0,69.0,72.0,60.0,76.0,78.0,76.0,14.0,15.0,7.0,12.0,12.0,77.0
370,21,5.85,78.0,3.3,15.0,1.0,3.0,2.0,3.0,75.0,50.0,58.0,70.0,32.0,72.0,52.0,33.0,66.0,72.0,72.0,76.0,70.0,68.0,66.0,60.0,70.0,84.0,63.0,50.0,66.0,66.0,62.0,62.0,27.0,62.0,72.0,70.0,14.0,9.0,15.0,10.0,15.0,72.0
371,22,5.4,66.0,0.18,1.0,1.0,2.0,2.0,2.0,63.0,33.0,55.0,45.0,37.0,62.0,50.0,43.0,33.0,55.0,66.0,64.0,57.0,50.0,68.0,35.0,64.0,60.0,55.0,32.0,58.0,60.0,55.0,43.0,50.0,53.0,61.0,60.0,14.0,14.0,15.0,11.0,12.0,58.0
372,29,5.18,81.0,18,40.0,3.0,3.0,4.0,4.0,78.0,78.0,58.0,82.0,80.0,83.0,77.0,84.0,74.0,87.0,68.0,72.0,70.0,80.0,56.0,87.0,33.0,68.0,68.0,87.0,58.0,46.0,80.0,82.0,78.0,80.0,32.0,26.0,13.0,13.0,8.0,12.0,6.0,81.0
373,28,4.5,78.0,7.5,20.0,2.0,2.0,1.0,4.0,11.0,13.0,12.0,19.0,11.0,12.0,13.0,12.0,26.0,17.0,28.0,28.0,33.0,73.0,30.0,24.0,57.0,39.0,64.0,15.0,30.0,22.0,12.0,42.0,22.0,54.0,10.0,11.0,79.0,76.0,67.0,78.0,81.0,77.0
374,24,4.46,80.0,9,20.0,2.0,3.0,3.0,3.0,42.0,75.0,79.0,65.0,67.0,67.0,45.0,56.0,43.0,74.0,68.0,71.0,49.0,68.0,60.0,76.0,72.0,69.0,90.0,68.0,72.0,28.0,76.0,50.0,65.0,71.0,26.0,12.0,15.0,9.0,8.0,11.0,9.0,74.0
375,22,0.81,76.0,3.2,15.0,1.0,3.0,2.0,3.0,72.0,56.0,57.0,70.0,60.0,71.0,70.0,58.0,68.0,71.0,75.0,77.0,68.0,70.0,66.0,72.0,91.0,80.0,65.0,66.0,68.0,64.0,60.0,64.0,50.0,60.0,72.0,70.0,7.0,16.0,15.0,16.0,10.0,71.0
376,23,0.11699999999999999,82.0,5.5,15.0,1.0,2.0,2.0,4.0,32.0,20.0,69.0,64.0,23.0,42.0,28.0,26.0,67.0,54.0,68.0,70.0,55.0,65.0,45.0,42.0,76.0,69.0,77.0,23.0,80.0,71.0,13.0,42.0,33.0,65.0,72.0,73.0,10.0,15.0,12.0,16.0,7.0,72.0
377,19,0.045,77.0,0.45,0.5,1.0,2.0,3.0,3.0,47.0,43.0,55.0,65.0,46.0,60.0,44.0,42.0,63.0,62.0,48.0,56.0,49.0,59.0,57.0,53.0,56.0,46.0,60.0,53.0,52.0,44.0,61.0,62.0,42.0,52.0,51.0,50.0,7.0,9.0,9.0,12.0,10.0,59.0
378,22,30.6,88.0,21.5,60.0,1.0,4.0,2.0,5.0,40.0,38.0,80.0,68.0,40.0,50.0,34.0,30.0,64.0,66.0,66.0,69.0,48.0,78.0,48.0,50.0,76.0,70.0,82.0,30.0,82.0,82.0,30.0,46.0,56.0,72.0,86.0,80.0,10.0,13.0,12.0,8.0,12.0,80.0
379,25,21.6,82.0,13.5,60.0,2.0,3.0,3.0,4.0,68.0,60.0,60.0,82.0,62.0,79.0,64.0,58.0,77.0,81.0,74.0,69.0,66.0,82.0,56.0,78.0,62.0,84.0,76.0,74.0,72.0,78.0,72.0,80.0,56.0,79.0,77.0,73.0,4.0,4.0,4.0,4.0,4.0,79.0
380,23,18.9,80.0,7.5,40.0,1.0,3.0,2.0,5.0,76.0,52.0,60.0,72.0,52.0,78.0,68.0,47.0,68.0,74.0,91.0,91.0,83.0,68.0,68.0,72.0,59.0,82.0,67.0,60.0,74.0,68.0,72.0,66.0,42.0,69.0,74.0,74.0,7.0,11.0,7.0,9.0,9.0,75.0
381,32,5.85,82.0,17,80.0,3.0,4.0,4.0,3.0,78.0,67.0,60.0,89.0,70.0,86.0,78.0,76.0,86.0,88.0,64.0,60.0,74.0,83.0,82.0,72.0,67.0,71.0,66.0,70.0,52.0,70.0,75.0,86.0,72.0,80.0,66.0,62.0,5.0,4.0,10.0,8.0,7.0,82.0
382,23,13.5,80.0,5.5,30.0,2.0,3.0,4.0,5.0,66.0,68.0,47.0,72.0,66.0,80.0,72.0,65.0,60.0,78.0,91.0,85.0,91.0,68.0,89.0,68.0,34.0,76.0,54.0,70.0,30.0,16.0,68.0,70.0,56.0,68.0,13.0,12.0,9.0,8.0,14.0,6.0,11.0,75.0
383,22,5.4,66.0,0.18,1.0,1.0,2.0,2.0,2.0,63.0,33.0,55.0,45.0,37.0,62.0,50.0,43.0,33.0,55.0,66.0,64.0,57.0,50.0,68.0,35.0,64.0,60.0,55.0,32.0,58.0,60.0,55.0,43.0,50.0,53.0,61.0,60.0,14.0,14.0,15.0,11.0,12.0,58.0
384,19,3.6,77.0,0.75,1.0,1.0,3.0,2.0,4.0,35.0,25.0,57.0,44.0,33.0,35.0,31.0,30.0,40.0,45.0,54.0,55.0,35.0,51.0,50.0,43.0,68.0,58.0,79.0,25.0,69.0,57.0,24.0,36.0,42.0,54.0,69.0,68.0,11.0,14.0,13.0,13.0,6.0,63.0
385,19,3.52,78.0,0.875,3.0,1.0,3.0,2.0,4.0,65.0,29.0,58.0,60.0,33.0,62.0,60.0,68.0,56.0,61.0,64.0,67.0,51.0,59.0,71.0,33.0,57.0,67.0,58.0,29.0,62.0,58.0,54.0,57.0,66.0,59.0,66.0,66.0,9.0,8.0,12.0,7.0,7.0,63.0
386,20,2.88,76.0,0.9,10.0,1.0,3.0,2.0,5.0,65.0,25.0,65.0,65.0,47.0,59.0,61.0,43.0,58.0,67.0,62.0,69.0,55.0,60.0,55.0,66.0,65.0,69.0,69.0,56.0,58.0,60.0,47.0,35.0,48.0,60.0,70.0,68.0,12.0,16.0,14.0,14.0,10.0,65.0
387,30,2.25,81.0,14,60.0,3.0,4.0,2.0,3.0,55.0,31.0,68.0,79.0,61.0,63.0,35.0,45.0,78.0,71.0,74.0,74.0,78.0,80.0,92.0,65.0,91.0,79.0,79.0,59.0,89.0,84.0,58.0,72.0,62.0,78.0,84.0,79.0,14.0,7.0,9.0,6.0,6.0,80.0
388,28,0.675,75.0,5.5,40.0,2.0,2.0,3.0,3.0,81.0,67.0,62.0,74.0,76.0,80.0,84.0,84.0,74.0,78.0,78.0,80.0,77.0,78.0,70.0,82.0,78.0,81.0,66.0,80.0,88.0,70.0,79.0,72.0,74.0,77.0,73.0,73.0,11.0,12.0,10.0,7.0,13.0,77.0
389,21,0.252,71.0,0.3,3.0,1.0,2.0,2.0,5.0,46.0,29.0,54.0,49.0,54.0,56.0,40.0,41.0,40.0,35.0,85.0,78.0,57.0,53.0,70.0,28.0,62.0,70.0,66.0,33.0,59.0,51.0,48.0,39.0,41.0,56.0,62.0,67.0,13.0,14.0,11.0,14.0,11.0,59.0
390,23,36.0,88.0,30.5,110.0,2.0,3.0,4.0,5.0,77.0,73.0,48.0,80.0,70.0,86.0,79.0,80.0,70.0,87.0,84.0,84.0,85.0,80.0,79.0,80.0,49.0,83.0,63.0,82.0,52.0,34.0,80.0,78.0,72.0,83.0,36.0,32.0,14.0,15.0,10.0,13.0,12.0,82.0
391,30,22.5,85.0,28.5,140.0,3.0,2.0,2.0,3.0,75.0,64.0,68.0,83.0,72.0,78.0,65.0,52.0,79.0,79.0,79.0,79.0,83.0,84.0,79.0,78.0,84.0,94.0,78.0,70.0,86.0,86.0,72.0,75.0,56.0,82.0,84.0,84.0,8.0,11.0,5.0,10.0,14.0,83.0
392,29,18.0,83.0,25.5,130.0,3.0,3.0,5.0,3.0,78.0,67.0,58.0,78.0,68.0,90.0,76.0,69.0,69.0,85.0,90.0,92.0,91.0,80.0,83.0,84.0,75.0,78.0,60.0,80.0,74.0,62.0,78.0,76.0,65.0,78.0,70.0,70.0,5.0,5.0,13.0,6.0,9.0,82.0
393,30,15.03,85.0,28.5,140.0,3.0,3.0,2.0,3.0,45.0,47.0,84.0,65.0,37.0,64.0,34.0,27.0,65.0,65.0,72.0,76.0,59.0,80.0,53.0,62.0,84.0,68.0,89.0,24.0,82.0,86.0,38.0,47.0,41.0,78.0,86.0,84.0,7.0,4.0,8.0,7.0,11.0,83.0
394,27,12.6,86.0,25,120.0,3.0,3.0,1.0,4.0,12.0,12.0,16.0,32.0,14.0,11.0,16.0,14.0,36.0,22.0,51.0,47.0,55.0,81.0,51.0,15.0,71.0,45.0,65.0,14.0,40.0,15.0,14.0,48.0,18.0,65.0,13.0,12.0,85.0,82.0,74.0,83.0,87.0,83.0
395,20,11.25,88.0,12.5,60.0,1.0,3.0,3.0,5.0,58.0,48.0,62.0,83.0,42.0,78.0,44.0,49.0,73.0,81.0,66.0,74.0,67.0,70.0,68.0,63.0,70.0,84.0,66.0,62.0,66.0,66.0,59.0,73.0,50.0,76.0,72.0,64.0,8.0,7.0,14.0,14.0,12.0,74.0
396,24,10.8,81.0,9.5,70.0,2.0,5.0,2.0,5.0,78.0,33.0,64.0,74.0,38.0,74.0,75.0,39.0,68.0,75.0,76.0,82.0,79.0,68.0,75.0,65.0,75.0,87.0,68.0,51.0,74.0,74.0,64.0,60.0,49.0,72.0,78.0,78.0,5.0,3.0,5.0,5.0,3.0,77.0
397,23,15.53,82.0,11.5,70.0,2.0,3.0,3.0,5.0,72.0,55.0,68.0,82.0,68.0,81.0,72.0,68.0,77.0,81.0,78.0,78.0,74.0,72.0,75.0,78.0,51.0,78.0,81.0,78.0,70.0,71.0,68.0,74.0,68.0,70.0,72.0,66.0,12.0,9.0,15.0,8.0,16.0,76.0
398,20,6.66,84.0,3.5,20.0,1.0,3.0,2.0,5.0,38.0,23.0,61.0,66.0,34.0,51.0,32.0,32.0,61.0,62.0,65.0,69.0,65.0,68.0,59.0,48.0,69.0,65.0,69.0,30.0,65.0,72.0,36.0,36.0,43.0,63.0,75.0,69.0,12.0,12.0,6.0,7.0,13.0,69.0
399,20,6.3,80.0,1.7,15.0,1.0,3.0,2.0,4.0,62.0,36.0,29.0,74.0,38.0,70.0,52.0,58.0,69.0,75.0,69.0,68.0,67.0,72.0,59.0,55.0,35.0,68.0,50.0,64.0,75.0,46.0,56.0,68.0,40.0,57.0,59.0,50.0,10.0,7.0,5.0,7.0,10.0,68.0
400,20,3.6,83.0,6.5,20.0,1.0,4.0,3.0,4.0,45.0,74.0,62.0,68.0,63.0,78.0,47.0,41.0,50.0,76.0,87.0,86.0,78.0,73.0,77.0,70.0,69.0,75.0,63.0,66.0,61.0,20.0,71.0,50.0,69.0,61.0,18.0,24.0,8.0,14.0,12.0,15.0,11.0,72.0
401,23,1.35,74.0,1.1,3.0,1.0,2.0,3.0,4.0,45.0,71.0,72.0,60.0,54.0,63.0,46.0,43.0,49.0,59.0,76.0,73.0,81.0,64.0,72.0,65.0,72.0,73.0,59.0,61.0,32.0,20.0,67.0,56.0,62.0,64.0,20.0,16.0,12.0,8.0,9.0,12.0,11.0,66.0
402,23,0.9,76.0,1.3,3.0,1.0,3.0,2.0,4.0,50.0,68.0,67.0,64.0,69.0,65.0,60.0,61.0,45.0,65.0,66.0,68.0,58.0,66.0,67.0,69.0,74.0,68.0,72.0,56.0,60.0,26.0,68.0,62.0,62.0,64.0,28.0,30.0,16.0,6.0,8.0,8.0,15.0,67.0
403,28,0.225,69.0,1.1,7.0,1.0,4.0,4.0,2.0,68.0,58.0,38.0,68.0,67.0,70.0,71.0,77.0,62.0,71.0,90.0,76.0,91.0,58.0,80.0,62.0,55.0,64.0,50.0,70.0,48.0,11.0,64.0,63.0,70.0,64.0,15.0,15.0,3.0,5.0,3.0,8.0,8.0,69.0
404,22,0.09,68.0,0.4,2.0,1.0,3.0,2.0,3.0,44.0,46.0,48.0,73.0,47.0,68.0,51.0,51.0,69.0,73.0,52.0,51.0,67.0,50.0,65.0,58.0,53.0,55.0,68.0,56.0,38.0,40.0,40.0,58.0,58.0,56.0,47.0,47.0,4.0,4.0,3.0,3.0,5.0,61.0
405,30,5.13,82.0,16.5,60.0,3.0,3.0,2.0,3.0,63.0,62.0,72.0,81.0,59.0,77.0,74.0,47.0,81.0,78.0,68.0,69.0,78.0,81.0,82.0,77.0,82.0,82.0,70.0,66.0,80.0,86.0,66.0,81.0,61.0,86.0,82.0,78.0,10.0,8.0,8.0,5.0,6.0,80.0
406,24,4.95,80.0,11.5,40.0,1.0,4.0,3.0,5.0,78.0,66.0,69.0,74.0,68.0,79.0,72.0,48.0,66.0,77.0,83.0,85.0,66.0,73.0,67.0,81.0,81.0,82.0,81.0,77.0,71.0,70.0,73.0,70.0,58.0,72.0,71.0,72.0,8.0,9.0,7.0,10.0,10.0,76.0
407,28,2.25,77.0,9,60.0,2.0,3.0,3.0,3.0,59.0,72.0,75.0,69.0,75.0,72.0,66.0,68.0,53.0,77.0,70.0,74.0,61.0,78.0,67.0,84.0,75.0,66.0,90.0,68.0,80.0,43.0,82.0,61.0,73.0,70.0,44.0,47.0,7.0,13.0,7.0,8.0,10.0,76.0
408,23,14.4,82.0,9,60.0,2.0,3.0,2.0,5.0,40.0,30.0,78.0,67.0,55.0,58.0,31.0,36.0,74.0,62.0,66.0,66.0,41.0,74.0,38.0,72.0,75.0,71.0,78.0,59.0,78.0,77.0,29.0,62.0,37.0,70.0,78.0,74.0,15.0,10.0,13.0,8.0,11.0,75.0
409,23,0.45,77.0,2.8,20.0,1.0,3.0,2.0,1.0,45.0,52.0,66.0,73.0,42.0,59.0,46.0,62.0,61.0,68.0,65.0,67.0,52.0,68.0,47.0,74.0,68.0,67.0,81.0,65.0,67.0,70.0,52.0,59.0,72.0,57.0,69.0,66.0,9.0,10.0,9.0,13.0,8.0,70.0
410,30,37.8,86.0,33,160.0,3.0,3.0,2.0,5.0,44.0,44.0,86.0,79.0,58.0,69.0,56.0,61.0,85.0,75.0,62.0,72.0,60.0,84.0,52.0,74.0,85.0,73.0,85.0,65.0,82.0,90.0,38.0,74.0,70.0,86.0,88.0,84.0,2.0,2.0,3.0,2.0,4.0,84.0
411,21,34.2,85.0,13.5,80.0,2.0,3.0,3.0,5.0,59.0,78.0,76.0,67.0,74.0,77.0,69.0,33.0,58.0,78.0,75.0,85.0,77.0,72.0,72.0,76.0,84.0,79.0,74.0,62.0,76.0,55.0,82.0,66.0,80.0,70.0,40.0,35.0,14.0,13.0,7.0,11.0,8.0,76.0
412,23,21.6,81.0,9,60.0,2.0,2.0,2.0,5.0,75.0,58.0,64.0,75.0,59.0,71.0,63.0,32.0,68.0,75.0,78.0,84.0,78.0,76.0,68.0,62.0,53.0,92.0,59.0,43.0,73.0,73.0,73.0,63.0,40.0,72.0,74.0,74.0,9.0,13.0,13.0,9.0,10.0,76.0
413,23,20.97,84.0,19.5,100.0,3.0,4.0,3.0,4.0,81.0,65.0,53.0,83.0,77.0,85.0,92.0,93.0,80.0,86.0,74.0,69.0,78.0,78.0,78.0,86.0,46.0,78.0,54.0,88.0,57.0,61.0,75.0,80.0,71.0,78.0,56.0,56.0,9.0,14.0,11.0,6.0,10.0,80.0
414,31,17.73,82.0,15,100.0,3.0,4.0,3.0,3.0,74.0,50.0,54.0,85.0,78.0,76.0,71.0,76.0,83.0,84.0,70.0,68.0,76.0,80.0,78.0,77.0,62.0,78.0,70.0,75.0,83.0,82.0,55.0,80.0,72.0,80.0,80.0,78.0,14.0,12.0,7.0,12.0,7.0,80.0
415,26,16.2,80.0,13,100.0,3.0,3.0,2.0,4.0,55.0,40.0,76.0,71.0,36.0,59.0,53.0,45.0,67.0,69.0,71.0,69.0,73.0,74.0,68.0,57.0,83.0,68.0,78.0,53.0,74.0,84.0,50.0,64.0,57.0,76.0,84.0,80.0,5.0,11.0,12.0,6.0,12.0,79.0
416,24,13.5,83.0,15.5,80.0,3.0,3.0,3.0,4.0,87.0,59.0,64.0,78.0,67.0,76.0,82.0,84.0,79.0,78.0,75.0,76.0,73.0,80.0,72.0,78.0,73.0,75.0,74.0,72.0,75.0,80.0,68.0,74.0,83.0,81.0,79.0,81.0,14.0,13.0,14.0,14.0,11.0,79.0
417,27,0.882,75.0,6.5,6.0,1.0,3.0,3.0,2.0,54.0,75.0,74.0,65.0,69.0,73.0,65.0,60.0,55.0,69.0,82.0,84.0,73.0,64.0,64.0,75.0,60.0,73.0,63.0,71.0,40.0,21.0,75.0,55.0,75.0,70.0,36.0,37.0,14.0,11.0,8.0,9.0,15.0,73.0
418,27,0.882,70.0,0.575,15.0,1.0,2.0,1.0,4.0,13.0,10.0,10.0,11.0,11.0,19.0,16.0,12.0,11.0,23.0,13.0,22.0,30.0,62.0,35.0,22.0,54.0,19.0,75.0,13.0,17.0,10.0,10.0,33.0,21.0,31.0,19.0,11.0,70.0,62.0,51.0,59.0,74.0,65.0
419,30,4.5,79.0,11.5,40.0,2.0,3.0,2.0,3.0,68.0,65.0,77.0,78.0,68.0,77.0,68.0,70.0,78.0,77.0,69.0,69.0,73.0,80.0,54.0,85.0,90.0,86.0,90.0,78.0,86.0,79.0,75.0,74.0,71.0,78.0,79.0,78.0,14.0,8.0,9.0,15.0,8.0,79.0
